area,dlg_file,character,line_type,conv_position,strref,voice_file,voice_actor,text
Smoldering Corpse Bar,DMOOCH,Mochai,spoken,13,10641,,,"""Um, I think I need about a hundred coins to get started on that debt."""
Smoldering Corpse Bar,DMOOCH,Mochai,spoken,14,10646,,,"""Another way to pay? Ha."" She smiles sadly. ""You could always, um, kill me."""
Smoldering Corpse Bar,DMOOCH,Mochai,spoken,15,10654,,,"""Over where?"" She whips her head around to stare where you're pointing, and pauses for a moment as she focuses her drink-addled eyes. ""I don't see anything."""
Smoldering Corpse Bar,DMOOCH,Mochai,mixed,16,10658,,,"You swiftly pour the embalming fluid into her half-empty glass in the moment she's looking away. The stench rises immediately, but she doesn't seem to notice. She turns back around and downs her poisoned beverage in one swallow. ""Um, what was it? What was I s'posed to see?"" Suddenly, she begins choking."
Smoldering Corpse Bar,DMOOCH,Mochai,spoken,17,10660,,,"""Um... what are you doing?"" She sees you readying your bottle of embalming fluid, and watches you suspiciously."
Smoldering Corpse Bar,DMOOCH,Mochai,mixed,18,10667,,,"She looks at you for a moment longer, swaying where she stands, and then says, ""Um, all right. Did you want something else?"""
Smoldering Corpse Bar,DMOOCH,Mochai,spoken,19,10670,,,"""I can give you fifty coins. Please... don't tell anyone."""
Smoldering Corpse Bar,DMOOCH,Mochai,spoken,20,10674,,,"""Um, you want more? I can't, um, I can't afford as much as last time. I can, um, give you twenty-five coins, though."""
Smoldering Corpse Bar,DMOOCH,Mochai,spoken,21,10678,,,"""Well, um, that's too bad. Because, um, I can't give you any more. I just don't have, um, any money."""
Smoldering Corpse Bar,DMOOCH,Mochai,mixed,22,10681,,,"She looks at you bitterly. ""I can't. Some, um, berk took all my money. I'd need a loan or, um, something to pay him off now."""
Smoldering Corpse Bar,DMOOCH,Mochai,mixed,23,10684,,,"She pockets your jink, glances briefly toward the door, almost as if she's weighing her chances of dashing out, sighs heavily as she realizes there's no chance, and begins to walk glumly toward the bar. ""Um, my thanks, I suppose."""
Smoldering Corpse Bar,DMOOCH,Mochai,spoken,24,10686,,,"""Me? I'm Mochai. I just like to, um, drink here, and, umm..."" She loses her train of thought momentarily. ""I'm just a person, you know?"""
Smoldering Corpse Bar,DMOOCH,Mochai,spoken,25,10689,,,"""Smold'rin' Corpse Tavern. Can't ya read? You, um, more bubbed than I am?"""
Smoldering Corpse Bar,DMOOCH,Mochai,spoken,26,10692,,,"""Dunno. They're just, um, people. I don't deal much with people. 'Less they're buying me a drink..."" She looks at you hopefully."
Smoldering Corpse Bar,DMOOCH,Mochai,spoken,27,10695,,,"""He's, um, not a corpse. He's, um, some crazy wizard. Ask around. They'll tell you the story."""
Smoldering Corpse Bar,DSCPAT2,Drusilla,narration,0,3073,,,"As you approach the woman to talk to her, Ignus' eyes flare up, and before you can stop him, he embraces her. She returns his embrace, losing herself in his flames. She does not cry out. Your last glimpse of her is burned into your memory: Her eyes are full of fiery passion and all-engulfing love. Nothing is left of her - not even ashes."
Smoldering Corpse Bar,DSCPAT2,Drusilla,mixed,1,10816,,,"This is a woman with fading bruises on her face and arms and a look of despairing longing in her sunken eyes. She might have been pretty once, but those days were long ago. She turns slowly to face you. Life pours into her features, and the spark of sardonic light that dances in her eyes now makes you wonder if your eyes were deceiving you. ""Welcome to the Smoldering Corpse, scarred man."""
Smoldering Corpse Bar,DSCPAT2,Drusilla,mixed,2,10823,,,"This time, Drusilla seems slightly more lively - at least, you don't catch a glimpse of the despair that you smelled on her the first time you spoke with her. ""'Lo again, traveler."""
Smoldering Corpse Bar,DSCPAT2,Drusilla,spoken,3,10826,,,"""I? I am Drusilla. And you must be clueless. Don't ask me how I know that. It just shines off you."""
Smoldering Corpse Bar,DSCPAT2,Drusilla,spoken,4,10830,,,"""A journal? Oh, sure. I've kept an eye out for all stray journals. Just in case some scarred man walks into my favorite bar and starts asking about it. Do you ask that of everyone you meet? What a fascinating life."""
Smoldering Corpse Bar,DSCPAT2,Drusilla,spoken,5,10834,,,"""Here? This is the Smoldering Corpse, though the person smoldering ain't dead yet. He's just keepin' himself alive till someone comes along to help him out. Sods who like to see people in pain come here. Fiends like it. Folks who don't much care for bein' bothered come here too... the name alone keeps out most of the berks."""
Smoldering Corpse Bar,DSCPAT2,Drusilla,mixed,6,10838,,,"That despair you saw on her face before flits across it again like a black-winged shadow before she masters herself. ""That's Ignus, one of the greatest wizards ever to come out of this slummy excuse for a cesspool. They caught him and they opened a channel to the plane of Fire through him, and now he's just a doorway for it, keepin' himself alive by force o' will alone. If someone could douse him for a few moments, it'd give him his life back again - but they don't make enough water to do that."""
Smoldering Corpse Bar,DSCPAT2,Drusilla,spoken,7,10843,,,"""Aye, traveler? What is it you seek?"""
Smoldering Corpse Bar,DSCPAT2,Drusilla,mixed,8,10850,,,"She smirks at you, and her bruises seem almost to fade. ""Whatever you say, dearie."""
Smoldering Corpse Bar,DSCPAT2,Drusilla,spoken,9,10853,,,"""Aye, a smart mouth for a smart head. I ain't the addle-cove you might think, sod. I got a brain on me."""
Smoldering Corpse Bar,DSCPAT2,Drusilla,spoken,10,10856,,,"""Oh, is that so, aye? Have you ever been in love with a living flame? Have you ever wanted to vanish utterly in the arms of another, to lose yourself in the heat of passion? Your eyes tell me that you wish you had, but you've had no luck. Don't talk to me about fascinating. Scars ain't fascinating. Fights ain't fascinating. Tough ain't fascinating. YOU ain't fascinating."""
Smoldering Corpse Bar,DSCPAT2,Drusilla,spoken,11,10861,,,"""No, that'd be too hard, wouldn't it? G'wan. I don't need to talk to you."" She turns her back on you, dismissing you."
Smoldering Corpse Bar,DSCPAT2,Drusilla,mixed,12,10864,,,"She recoils suddenly, and looks at you more closely. Excitement creeps into her voice. ""You're him, aren't you? You're him!"""
Smoldering Corpse Bar,DSCPAT2,Drusilla,spoken,13,10868,,,"""He said you'd come! He said you're the one who'll set him free! He spoke to me in a dream and told me that you'd come with an ocean of water to balance him, so he could burn across the planes! Free him! Please, save him!"""
Smoldering Corpse Bar,DSCPAT2,Drusilla,spoken,14,10872,,,"""I was Ignus' lover. We both loved the flame, though he loved it more than I did. But now I watch his beauty as he writhes in the heart of the fire, and I, Drusilla, love them equally."""
Smoldering Corpse Bar,DSCPAT2,Drusilla,spoken,15,10875,,,"""When will you free Ignus?"""
Smoldering Corpse Bar,DSCPAT2,Drusilla,spoken,16,10882,,,"""Yes! Use that on him and he'll be sure to come free! Oh, my Ignus, I await you!"" She pauses for a moment, dread in her eyes. ""Do you know the command word?"""
Smoldering Corpse Bar,DSCPAT2,Drusilla,spoken,17,10885,,,"""It is the prison for my love, the place where they have kept him cruelly bound over the centuries, the place I have come over the decades to commune with him in his fiery torment. It is the place that has driven me to live beyond my years and beyond my means. I hate this place."""
Smoldering Corpse Bar,DSCPAT2,Drusilla,mixed,18,10888,,,"Her voice practically throbs with a deep ache. ""I was Ignus' lover and he, my beloved. He loved the flame more than me and now he has become the flame - and because I love him, I love the flame... but that's all done with now. Now I wait for him to douse himself. I sell what little I have just so I can be near him."""
Smoldering Corpse Bar,DSCPAT2,Drusilla,spoken,19,10891,,,"""Pharod?"" she snickers. ""The Collector King? You can probably find him and his stinking ilk in the trash warrens on the far side of the Hive. Good luck in getting any answers from him - he's a sly devil, he is."""
Smoldering Corpse Bar,DSCPAT2,Drusilla,spoken,20,10894,,,"""Pharod?"" she sneers. ""The Collector King? You can probably find him and his stinking ilk in the trash warrens on the far side of the Hive. He's a sly devil, he is. Not near as sly as my Ignus, though."""
Smoldering Corpse Bar,DSCPAT2,Drusilla,spoken,21,10897,,,"""I've seen no journal that I can recall. I don't know. Maybe ask some of the Collectors. I don't know!"""
Smoldering Corpse Bar,DSCPAT2,Drusilla,mixed,22,20711,,,"Her eyes brighten even further, if that's possible. ""Then use it! Use it on him now!"""
Smoldering Corpse Bar,DSCPAT2,Drusilla,spoken,23,20714,,,"""Then go find it, I implore you!"" She tugs on your arm. Her eyes have taken a frantic sheen of madness."
Smoldering Corpse Bar,DO,O,mixed,0,3070,,,"You see a man, standing stock still. He isn't moving a muscle. On closer examination, it appears that he isn't even breathing - just standing. His eye sockets are empty holes in his face. Contained within their bounds is a flat gray light that seems to dance with possibility. Looking into the sockets, the eerie, empty feeling of a limitless void shivers through you, as if you had gazed into a sliver of eternity. The head slowly swivels toward you (you notice that no muscles appeared to move under his skin as he turns), and he speaks in a pure, bell-like tone: ""Well met, wanderer. You have forgotten again, haven't you?"""
Smoldering Corpse Bar,DO,O,spoken,1,10702,,,"""Hello again, traveler."" O seems not to have moved from where he was standing when last you spoke to him. ""What do you need from me?"""
Smoldering Corpse Bar,DO,O,mixed,2,10709,,,"As he opens his mouth, you get that feeling of eternity again - inside his mouth, you see no tongue, no teeth. It's almost as if this man were a shell surrounding an illimitable expanse. ""I have spoken with you before, and always you forget. Your endless quest to discover yourself ends always in your amnesia. You draw close to the truth and recoil. Let us hope that you have the strength to endure your existence."""
Smoldering Corpse Bar,DO,O,spoken,3,10712,,,"""I know that you, like a fly, rise up from the wreckage of your old shell, buzz about for a time, and curl up and die at the window of truth. You bumble about the pane, seeking the light without any plan to your actions, and fall exhausted when you fail. You alight on others to feed from them for a time, and move on with no regard to them. I have watched you come here and listened to your words, and watched you move away no wiser. Will you learn from your mistakes, seeker?"""
Smoldering Corpse Bar,DO,O,mixed,4,10717,,,"Though his face does not smile, the humor is evident in his voice. ""Is your answer to all your problems to fight blindly? Are you no more than a biting insect, or will you achieve a thought at some point in your pitiful existence?"""
Smoldering Corpse Bar,DO,O,spoken,5,10721,,,"""You challenge me? I, who was spoken into existence, know words that will devastate you, blight what little is left of your soul, and leave you whimpering on the floor. Yet I find that I need not waste such secrets on one such as you when I can simply blind you to my presence."""
Smoldering Corpse Bar,DO,O,spoken,6,10725,,,"""I am O."" For some reason, when he speaks his name, it sounds like he's speaking of much more than a single letter - as if the speaking of his name contained untold possibilities and nuances. No human tongue could ever create such a sound."
Smoldering Corpse Bar,DO,O,spoken,7,10729,,,"""It is my name. It is the name of a portion of eternity. I am a letter in the divine alphabet. Understanding me leads to understanding existence. I am writ in the true names of half of everything. My being encompasses truth. I am mathematic, organic, metaphysic."""
Smoldering Corpse Bar,DO,O,spoken,8,10734,,,"""If that is what you wish to believe. Best of luck, traveler. Farewell."""
Smoldering Corpse Bar,DO,O,spoken,9,10737,,,"""The divine alphabet is writ in the name of everything that exists, from the seed at the hearts of the elemental planes to the core of the Great Beyond. My brothers/sisters"" (a single word translates into the two in your mind) ""and I reach across all that is, was, or ever shall be. We are thought, and reality, and concept, and the unimaginable."""
Smoldering Corpse Bar,DO,O,narration,10,10743,,,"He ignores you. The certainty that he will continue to ignore you for a time settles on your shoulders, and you have no idea where it came from."
Smoldering Corpse Bar,DO,O,spoken,11,10745,,,"""What is it you wish to know?"""
Smoldering Corpse Bar,DO,O,spoken,12,10752,,,"""You would not understand. No mortal possibly could. It is beyond the powers of comprehension of all but the most powerful of powers, and once they understand, they move beyond the veil of mortal comprehension. I can explain it no more than that. Perhaps, sometime, you will understand."""
Smoldering Corpse Bar,DO,O,spoken,13,10756,,,"""I know where you can find it, but it is not my place to reveal such information. Rest assured you WILL find it, as well as the man you seek."""
Smoldering Corpse Bar,DO,O,spoken,14,10761,,,"""I know where he is. I can give you only one word: nearby. You will find him in the Hive, under a veil of secrecy."""
Smoldering Corpse Bar,DO,O,spoken,15,10764,,,"""I know that your journey takes you far beyond your journal quest, to the very edges of existence. You will struggle for your life and your very spirit... and I do not tell you any more regarding this."""
Smoldering Corpse Bar,DO,O,spoken,16,10767,,,"""Why, I am watching the ebb and flow of mortality."""
Smoldering Corpse Bar,DO,O,spoken,17,10769,,,"""You mortals are like wasps. You build your lives/nests from the slimmest of branches, and when the wind shakes your home/life free, you seek to sting the wind to death. Instead of realizing your foolish mistakes, attempting to repair the damage you have caused yourselves, and learning from your experience, you bring harm to any who have the misfortune to blunder near you in your time of pain and distress. My advice to you - and to all mortals: Stop acting like an insect and start acting sentient."""
Smoldering Corpse Bar,DO,O,spoken,18,10772,,,"""I know parts of many of them. Without a connection to my brothers/sisters, I am but a letter. Alone, I am a symbol. Combined, we are language and power."""
Smoldering Corpse Bar,DO,O,spoken,19,10776,,,"""I did not say that. A letter is still a powerful force, even on its own. Allow me to show you."" He opens his mouth wider, and wider still. The mask of his face tears around his eyes, mouth, and nose, revealing that hint of eternity you glimpsed earlier. You are lost in it, adrift in it... a part of it. You return to your mundane senses - and realize that O has vanished. Yet somehow, your horizons have expanded. Enlightenment has brushed you, however briefly, across the brow."
Smoldering Corpse Bar,DO,O,spoken,20,10778,,,"""The patrons of this place are varied, yet all mortal. Like all mortals, their concerns are limited, with the potential of blossoming into actual Truth. I can tell you this, though: You may find a companion dear to your heart here - at least as dear as your heart will allow."""
Smoldering Corpse Bar,DILQUIXN,Ilquix,mixed,0,11350,,,"You see a short, rotund man with a perplexed expression on his face. From the lines on his loose skin, it looks like it's not too uncommon. He carries a flagon of ale that looks like it's in the process of being emptied - rapidly. In between swallows, he speaks in a gentle voice, so quiet that you can barely hear his words. ""Hello, traveler. My name is Ilquix. Can I be of some assistance to you?"""
Smoldering Corpse Bar,DILQUIXN,Ilquix,mixed,1,11353,,,"The loose-skinned man turns and smiles at you. ""Hello again, traveler. What can Ilquix do for you today?"""
Smoldering Corpse Bar,DILQUIXN,Ilquix,spoken,2,11356,,,"""What did you want to know, my friend?"""
Smoldering Corpse Bar,DILQUIXN,Ilquix,spoken,3,11365,,,"""I? I am but a humble man with a slight flowery, poetical bent and a tendency toward the supernatural. I regret that I have none of my supplies here, or I should be most, MOST eager to teach you of the ways of power."" He pauses and looks admiringly at Grace. ""And may I compliment you, sir, on your choice of traveling companions? You are obviously a man who understands his needs; just as obviously, you are a man with drive. One must be appreciative of all ambitious men."""
Smoldering Corpse Bar,DILQUIXN,Ilquix,spoken,4,11367,,,"""I? I am but a humble man with a slight flowery, poetical bent and a tendency toward the supernatural. I regret that I have none of my supplies here, or I should be most, MOST eager to teach you of the ways of power. Perhaps some later time?"""
Smoldering Corpse Bar,DILQUIXN,Ilquix,spoken,5,11373,,,"""This place? The Smoldering Corpse Tavern? A fine establishment, with a fine owner - Barkis is a true gentleman, and ambitious to increase his standing to boot. These, I feel, are the most useful qualities one can possess."""
Smoldering Corpse Bar,DILQUIXN,Ilquix,spoken,6,11377,,,"""The patrons of this tavern are many and varied. I have spoken with most, and find them delightful - with the exception of those creatures of law."" He gestures toward the pair of abishai sitting in the corner. ""They taint the air with their presence, lending an unwholesome stench to an otherwise pleasant environment. I recommend speaking to Barkis - I understand he requires some aid with a trifling matter. Then we have that O character. I am still trying to understand him fully. It is *quite* an undertaking, if I say so myself. Those are the folk of interest here. The others... well, perhaps I am too discriminating."""
Smoldering Corpse Bar,DILQUIXN,Ilquix,spoken,7,11385,,,"""That? Ha. That is the last unfortunate who chose to exercise his individual will without the strength to back up his desires. His name is Ignus, and he is... was... a pyromaniac. He burned and burned, and didn't burn the right people, and wound up channeling more raw power than he could control. Now, well, you can see what became of him. If you wish to learn more of him, perhaps that poor creature Drusilla can help you."""
Smoldering Corpse Bar,DILQUIXN,Ilquix,mixed,8,11390,,,"He laughs, his jowls shaking loosely, almost seeming to fall from his face. ""You could always poison her, friend! A dose of that was always effective in bringing resolution to nearly *any* conflict!"" He laughs again. ""Of course, I'm joking."" He winks."
Smoldering Corpse Bar,DILQUIXN,Ilquix,spoken,9,11394,,,"""Ah, a fine question, my friend! My upbringing has been on the chaotic side of the Great Ring - you may speak to Candrian Illborne (a misnomer if ever I heard one) of the planes. He fancies himself a great planewalker. To return from my digression, I have lived my many years with Chaos, and find it pleasantly agreeable. To me, the taint of law, as in those creatures there, is reprehensible and tyrannical. If I am to be crushed underfoot, I'd rather it be by an individual than a machine that knows nothing of emotion."""
Smoldering Corpse Bar,DILQUIXN,Ilquix,mixed,10,11401,,,"Ilquix smiles toothily, his fat cheeks barely moving. ""To each his own, I say. Did you have more questions?"""
Smoldering Corpse Bar,DSCPAT1,Smoldering Corpse Patron,mixed,0,3072,,,"You see a scruffy, ill-kempt man. He smells strongly of alcohol. ""Yeah? Whaddya want, eh?"" He leans in close and looks you up and down. ""Looks like you could use a HEALER!"" He laughs loudly at his own poor humor, and the nauseating stench of liquor and poorly-chewed food washes over you."
Smoldering Corpse Bar,DSCPAT1,Smoldering Corpse Patron,spoken,1,10787,,,"""If it ain't my old friend, Sir Scar!"" He chortles under his breath, or at least makes a valiant attempt. In his inebriated condition, he has trouble doing anything quietly. ""What can ol' Slappy do for you, scarman?"""
Smoldering Corpse Bar,DSCPAT1,Smoldering Corpse Patron,spoken,2,10793,,,"""Me? I'm ANDOR!"" He weaves on his feet. ""Usedta be a helluva fight man, too, but that'uz before the bub took a hold of me. Friends called me Slappy cause I was so good at doin' it to people, but now they call me Slappy cause so many women do it t'me when I talk to'm."""
Smoldering Corpse Bar,DSCPAT1,Smoldering Corpse Patron,mixed,3,10796,,,"He pauses for a moment. ""Well, if you lost it in the hive, issa good chance some Collector somewhere has it. Check out in the Hive s'more. They find all sorts of stuff out there. Maybe they can help you."""
Smoldering Corpse Bar,DSCPAT1,Smoldering Corpse Patron,spoken,4,10799,,,"""This place? Smold'ring Corpse. Best place in town for a drink. Leastways, long's you don't mind drinkin' near a fiend or two. Nor if you don't mind Red Death pokin' their heads in on occasion. Lots of people here. Lots of interesting things. Lots."""
Smoldering Corpse Bar,DSCPAT1,Smoldering Corpse Patron,spoken,5,10802,,,"""That? That's Ignus. He's some crazy ol' coot mage who got the bright idea t'burn down the Hive. You see the Alley of Dangerous Angles? He done that. Group o' wizards got together'n did some magicks on him and now he's a tavern theme thing... umm... mascot. My cousin was one o' the wizards. No great shakes as a mage, but he sure got this berk!"""
Smoldering Corpse Bar,DSCPAT1,Smoldering Corpse Patron,spoken,6,10805,,,"""Whaddya need to know?"""
Smoldering Corpse Bar,DSCPAT1,Smoldering Corpse Patron,spoken,7,10812,,,"""Pharod? The name sounds familiar, but... ah, you know how it is when you done pickled your head wi' bub, I'm sure. I just can't remember. You got my apologies, scar."""
Smoldering Corpse Bar,DSCMK,Mercykiller Patron,mixed,0,3072,,,"You see a scruffy, ill-kempt man. He smells strongly of alcohol. ""Yeah? Whaddya want, eh?"" He leans in close and looks you up and down. ""Looks like you could use a HEALER!"" He laughs loudly at his own poor humor, and the nauseating stench of liquor and poorly-chewed food washes over you."
Tenement of Thugs,DTIRES,Tiresias,narration,0,38116,,,"You see an aging man dressed in tattered rags. As you draw nearer, you discover that he is missing both of his eyes. The scarred tissue of his eyelids has receded into his empty sockets, giving his features the macabre appearance of a decaying skull. "
Tenement of Thugs,DTIRES,Tiresias,mixed,1,38117,,,"The old man turns in your general direction, his arms outstretched as if feeling for you. ""Darkness who be in voice? The friend words I'll speak of you and call chaos."" "
Tenement of Thugs,DTIRES,Tiresias,spoken,2,38118,,,"""Ah... chaos you be, as I and me."" The blind man smiles and takes a careful step toward you. As he moves, you notice that he seems to be favoring one leg."
Tenement of Thugs,DTIRES,Tiresias,spoken,3,38119,,,"""No, fine I'll be. Just a bit of slashin' is all."" As he speaks, he reaches down and lifts away the ragged cloth covering his upper leg, revealing a nasty gash that runs from his kneecap to his thigh."
Tenement of Thugs,DTIRES,Tiresias,spoken,4,38120,,,"""Tasted a blade from one of the Starved Dogs. Gathered in the main hall across the way, they are. Howling - growling - prowling."""
Tenement of Thugs,DTIRES,Tiresias,spoken,5,38122,,,"""They be of vicious chaos. Brothers as one, but brothers to none."""
Tenement of Thugs,DTIRES,Tiresias,mixed,6,38127,,,"The old man shakes his head. ""Matters not. Attack anyone, anything, they will. That is how chaos speaks to them. You too will they slash, if you go in there."""
Tenement of Thugs,DTIRES,Tiresias,mixed,7,38129,,,"The old Chaosman pauses for a moment, his sightless gaze fixed on empty space. ""Many, they are... strong and vicious. But another way, there is. A secret way known only to I and me. A safe way through to the Alley beyond."""
Tenement of Thugs,DTIRES,Tiresias,spoken,8,38130,,,"""Dark is not light and light is not dark. Bright, shiny coins may yet illuminate."" The old man rubs his fingers together for emphasis."
Tenement of Thugs,DTIRES,Tiresias,mixed,9,38131,,,"You deposit ten coins in the old man's hand. He waits for a moment, then jostles the handful of coins as if to judge their weight. After a moment of consideration, he returns the coins to you. ""Not enough. Is not life worth more than ten coins?"""
Tenement of Thugs,DTIRES,Tiresias,mixed,10,38132,,,"You hand the old man the coins and he quickly deposits them in his pocket. ""Find you the door which is hidden in the southwestern chamber. Opens does it on the far side of the main hall, near the exit to the Alley."" "
Tenement of Thugs,DTIRES,Tiresias,mixed,11,38133,,,"The old man seems outraged by your threat. ""No friend you be and no friends have you here! Friends I have and friends I call!"" He takes a deep breath as if he is about to begin shouting."
Tenement of Thugs,DTIRES,Tiresias,narration,12,38134,,,"You quickly set upon the blind man. Cupping one hand over his mouth to prevent him from screaming, you grab the back of his head with your free hand and twist his neck until you hear a sharp crack."
Tenement of Thugs,DTIRES,Tiresias,spoken,13,38135,,,"""Thief? Here? Someone *has* stolen from Tiresias... maybe it be the one speak you of."" The old man reaches up to stroke his chin, as if considering your offer. ""Agreed... dark for dark. Tell first you will."""
Tenement of Thugs,DTIRES,Tiresias,mixed,14,38136,,,"Tiresias nods in appreciation. ""Young girl-thief, say you? See to her, I shall."""
Tenement of Thugs,DTIRES,Tiresias,spoken,15,38137,,,"""Yes, Tiresias knows the way. The exit to the Alley is through the main hall to the south, but get through you cannot. Starved Dogs gather there and block the way."""
Tenement of Thugs,DTIRES,Tiresias,mixed,16,38138,,,"The old man cocks his head to one side, his sightless gaze fixed on empty space. ""Chaos of you are not. Not! Pot! Snot!"""
Tenement of Thugs,DTIRES,Tiresias,spoken,17,38139,,,"""Walk, not talk. Talk is complete. Completed to completion!"" He turns his back to you, apparently done with the conversation."
Tenement of Thugs,DTIRES,Tiresias,spoken,18,38140,,,"""In a southwest chamber lies the hidden door. Not through door across, lead that one does to the Dogs."""
Tenement of Thugs,DTIRES,Tiresias,spoken,19,38187,,,"""Find you the door which is hidden in the southwestern chamber. Opens does it on the far side of the main hall, near the exit to the Alley."" "
Tenement of Thugs,DSYBIL,Sybil,mixed,0,36172,,,"You see a figure hidden amid the shadows in the corner of the room. As you draw near, a young woman steps out to reveal herself. She is dressed in a loose-fitting tunic, which, together with her short-cropped hair and slender frame, gives her a rather boyish appearance. ""I wouldn't go in there if I were you."" She nods in the direction of the door on the south wall."
Tenement of Thugs,DSYBIL,Sybil,mixed,1,36173,,,"She winces at the sound of your voice, putting a finger to her lips to indicate silence. She pauses for a moment, then answers in a hushed voice. ""A whole mess of them howling lunatics, that's what. Looks like they're having some sort of gathering. Won't be able to get through to the alley until they clear out."""
Tenement of Thugs,DSYBIL,Sybil,spoken,2,36174,,,"""My name's Sybil."" She whispers quietly, then spits into her palm and reaches out to clasp your hand."
Tenement of Thugs,DSYBIL,Sybil,spoken,3,36175,,,"""Is there an echo in here? Yes, howling lunatics. They belong to the Starved Dog Barking gang, a band of barmy Xaositect thugs that plague this part of the Hive."""
Tenement of Thugs,DSYBIL,Sybil,spoken,4,36176,,,"""You don't get it, do you? The Dogs are even crazier than your average Chaosman. Faction member or not, you go in there and you're a deader for sure."""
Tenement of Thugs,DSYBIL,Sybil,spoken,5,36177,,,"""I counted about a dozen of them. Of course, I was peeking through a crack in the door, so I could be off by a handful or so."""
Tenement of Thugs,DSYBIL,Sybil,spoken,6,36178,,,"""Look, you can play hero if you want, but leave me out of it. I'm staying right here. If by some miracle you don't get your innards stomped out by those animals in there, maybe I'll see you around."" She turns and slips back into the shadows of the corner."
Tenement of Thugs,DSYBIL,Sybil,spoken,7,36179,,,"""There may be another way to get past those animals without a fight. There is another door that leads in there. From what I was able to see, there are stacks of wooden crates along the same wall as the other door. It may be possible to sneak from *that* door to the exit on the other side of the room. There's only one problem..."""
Tenement of Thugs,DSYBIL,Sybil,spoken,8,36180,,,"""The door's locked... I tried it. My guess is that the key is on one of the thugs upstairs. I'm not addle-coved enough to go up there looking for it, though."" She folds her arms across her chest and stares at you expectantly."
Tenement of Thugs,DSYBIL,Sybil,spoken,9,36181,,,"""What does it look like I'm doing? I'm hiding. I came in here looking for... food."" You notice that as she speaks, her right hand moves instinctively to the pouch at her waist. ""Only the barking idiots in the next room showed up and decided to throw a party on the front doorstep. Now I'm trapped in here and can't get out."""
Tenement of Thugs,DSYBIL,Sybil,spoken,10,36182,,,"""Is there an echo in here? Yes, barking idiots. They belong to the Starved Dog Barking gang, a band of barmy Xaositect thugs that plague the Hive."""
Tenement of Thugs,DSYBIL,Sybil,spoken,11,36183,,,"""You don't get it, do you? The Dogs are even crazier than your average Chaosman. Faction member or not, you go in there and you're a deader for sure."""
Tenement of Thugs,DSYBIL,Sybil,mixed,12,36184,,,"She seems about to respond, but stops herself short. She eyes you for a moment, then shrugs her shoulders. ""Alright, alright... so I'm a thief. A girl's got to earn a living somehow. What's it to you anyway? You're obviously not Harmonium, and you're definitely not with the savages in there."""
Tenement of Thugs,DSYBIL,Sybil,spoken,13,36185,,,"""Ha! You wouldn't do that. Those brutes would just as soon bash your skull than look at you. Besides... I can help you."""
Tenement of Thugs,DSYBIL,Sybil,spoken,14,36186,,,"""You again?"" Sybil seems irritated, yet somewhat relieved to see you. ""Blistering Baator, cutter! Do you think you could make any more noise? I heard you coming all the way down the hall."""
Tenement of Thugs,DSYBIL,Sybil,spoken,15,36187,,,"""How should I know? Why don't you go around the corner and try to unlock the door with it? I'll watch from the crack in this door here. If you make it out to the Alley in one piece, I'll be right behind you."""
Tenement of Thugs,DSYBIL,Sybil,spoken,16,36188,,,"""I must say, cutter... I'm impressed. I thought for sure those animals would chew you up good. Well, I guess I should thank you."" She pauses for a moment, then reaches into her pouch and pulls forth a small, green gemstone. ""Here... this one's on the Dogs. See you around, cutter."""
Tenement of Thugs,DSYBIL,Sybil,spoken,17,50008,,,"""If you do manage to live long enough to find the key, the door is in a room to the southeast. I'll be watching from the shadows. If you can unlock the door and make it out to the Alley in one piece, I'll be right behind you."""
Tenement of Thugs,DSYBIL,Sybil,spoken,18,50010,,,"""I must say, cutter... I'm impressed. I thought for sure those animals would chew you up good. Well, I guess I should thank you."" She pauses for a moment, then reaches into her pouch and pulls forth a small, green gem. ""Here... this one's on the Dogs. See you around, cutter."""
Tenement of Thugs,DTPAINT,Tiefling Painter,narration,0,36403,,,You see a slender tiefling girl standing with her back to you. You notice that both her hands and the upended table in front of her are smeared with a fresh coat of what appears to be pink paint. She seems oblivious to your approach.
Tenement of Thugs,DTPAINT,Tiefling Painter,narration,1,36404,,,"At the sound of your voice, the girl turns her head to regard you. Her face, though somewhat dirty and spattered with drops of pink, is strikingly beautiful. She flashes you a wide, mischievous smile, then returns her attention to the makeshift canvas."
Tenement of Thugs,DTPAINT,Tiefling Painter,narration,2,36405,,,The tiefling girl seems totally immersed in her artwork. She ignores you entirely.
Fell's Tattoo Parlor,DFELL,Fell,narration,0,3013,,,"Fell turns to face you as you approach. Next to you, Annah stiffens as she catches sight of Fell."
Fell's Tattoo Parlor,DFELL,Fell,narration,1,21094,,,"You see a dabus... but something about it strikes you as odd. It has the same shock of white hair, the same greenish cast to its skin, the same pair of goat horns... then you suddenly realize this one is walking on the ground, not floating. For some reason, that makes you uneasy... and apparently it makes Annah uneasy as well, for she gives a sharp intake of breath as she catches sight of the dabus."
Fell's Tattoo Parlor,DFELL,Fell,narration,2,21096,,,Fell turns to face you as you approach. He folds his arms into his sleeves and waits.
Fell's Tattoo Parlor,DFELL,Fell,narration,3,21101,,,"You see a dabus... but something about it strikes you as odd. It has the same shock of white hair, the same greenish cast to its skin, the same pair of goat horns... then you suddenly realize this one is walking on the ground, not floating. For some reason, that makes you uneasy. "
